dispositivo_id,nombre_modelo,fecha,horario,estado,consumo_w,horas,consumo_kwh,intensidad_co2,emisiones_kgco2
D-0004,Proyector Epson,2024-05-21,18:00-23:59,Apagado,2.00,5,0.0100,258.61,2.586136
D-0004,Proyector Epson,2024-05-22,00:00-07:59,Apagado,2.00,7,0.0140,289.81,4.057290
D-0004,Proyector Epson,2024-05-22,08:00-12:59,Encendido,300.00,4,1.2000,289.81,347.767680
D-0004,Proyector Epson,2024-05-22,13:00-14:59,Apagado,2.00,1,0.0020,289.81,0.579613
D-0004,Proyector Epson,2024-05-22,15:00-17:59,Encendido,300.00,2,0.6000,289.81,173.883840
D-0004,Proyector Epson,2024-05-22,18:00-23:59,Apagado,2.00,5,0.0100,289.81,2.898064
D-0004,Proyector Epson,2024-05-23,00:00-07:59,Apagado,2.00,7,0.0140,295.71,4.139951
D-0004,Proyector Epson,2024-05-23,08:00-12:59,Encendido,300.00,4,1.2000,295.71,354.852960
D-0004,Proyector Epson,2024-05-23,13:00-14:59,Apagado,2.00,1,0.0020,295.71,0.591422
D-0004,Proyector Epson,2024-05-23,15:00-17:59,Encendido,300.00,2,0.6000,295.71,177.426480
D-0004,Proyector Epson,2024-05-23,18:00-23:59,Apagado,2.00,5,0.0100,295.71,2.957108
D-0004,Proyector Epson,2024-05-24,00:00-07:59,Apagado,2.00,7,0.0140,301.11,4.215562
D-0004,Proyector Epson,2024-05-24,08:00-12:59,Encendido,300.00,4,1.2000,301.11,361.333920
D-0004,Proyector Epson,2024-05-24,13:00-14:59,Apagado,2.00,1,0.0020,301.11,0.602223
D-0004,Proyector Epson,2024-05-24,15:00-17:59,Encendido,300.00,2,0.6000,301.11,180.666960
D-0004,Proyector Epson,2024-05-24,18:00-23:59,Apagado,2.00,5,0.0100,301.11,3.011116
D-0004,Proyector Epson,2024-05-25,00:00-07:59,Apagado,2.00,7,0.0140,314.59,4.404210
D-0004,Proyector Epson,2024-05-25,08:00-12:59,Encendido,300.00,4,1.2000,314.59,377.503680
D-0004,Proyector Epson,2024-05-25,13:00-14:59,Apagado,2.00,1,0.0020,314.59,0.629173
D-0004,Proyector Epson,2024-05-25,15:00-17:59,Encendido,300.00,2,0.6000,314.59,188.751840
D-0004,Proyector Epson,2024-05-25,18:00-23:59,Apagado,2.00,5,0.0100,314.59,3.145864
D-0004,Proyector Epson,2024-05-26,00:00-07:59,Apagado,2.00,7,0.0140,307.37,4.303208
D-0004,Proyector Epson,2024-05-26,08:00-12:59,Encendido,300.00,4,1.2000,307.37,368.846400
D-0004,Proyector Epson,2024-05-26,13:00-14:59,Apagado,2.00,1,0.0020,307.37,0.614744
D-0004,Proyector Epson,2024-05-26,15:00-17:59,Encendido,300.00,2,0.6000,307.37,184.423200
D-0004,Proyector Epson,2024-05-26,18:00-23:59,Apagado,2.00,5,0.0100,307.37,3.073720
D-0004,Proyector Epson,2024-05-27,00:00-07:59,Apagado,2.00,7,0.0140,291.67,4.083430
D-0004,Proyector Epson,2024-05-27,08:00-12:59,Encendido,300.00,4,1.2000,291.67,350.008320
D-0004,Proyector Epson,2024-05-27,13:00-14:59,Apagado,2.00,1,0.0020,291.67,0.583347
D-0004,Proyector Epson,2024-05-27,15:00-17:59,Encendido,300.00,2,0.6000,291.67,175.004160
D-0004,Proyector Epson,2024-05-27,18:00-23:59,Apagado,2.00,5,0.0100,291.67,2.916736
D-0004,Proyector Epson,2024-05-28,00:00-07:59,Apagado,2.00,7,0.0140,297.90,4.170572
D-0004,Proyector Epson,2024-05-28,08:00-12:59,Encendido,300.00,4,1.2000,297.90,357.477600
D-0004,Proyector Epson,2024-05-28,13:00-14:59,Apagado,2.00,1,0.0020,297.90,0.595796
D-0004,Proyector Epson,2024-05-28,15:00-17:59,Encendido,300.00,2,0.6000,297.90,178.738800
D-0004,Proyector Epson,2024-05-28,18:00-23:59,Apagado,2.00,5,0.0100,297.90,2.978980
D-0004,Proyector Epson,2024-05-29,00:00-07:59,Apagado,2.00,7,0.0140,276.03,3.864381
D-0004,Proyector Epson,2024-05-29,08:00-12:59,Encendido,300.00,4,1.2000,276.03,331.232640
D-0004,Proyector Epson,2024-05-29,13:00-14:59,Apagado,2.00,1,0.0020,276.03,0.552054
D-0004,Proyector Epson,2024-05-29,15:00-17:59,Encendido,300.00,2,0.6000,276.03,165.616320
D-0004,Proyector Epson,2024-05-29,18:00-23:59,Apagado,2.00,5,0.0100,276.03,2.760272
D-0004,Proyector Epson,2024-05-30,00:00-07:59,Apagado,2.00,7,0.0140,271.51,3.801101
D-0004,Proyector Epson,2024-05-30,08:00-12:59,Encendido,300.00,4,1.2000,271.51,325.808640
D-0004,Proyector Epson,2024-05-30,13:00-14:59,Apagado,2.00,1,0.0020,271.51,0.543014
D-0004,Proyector Epson,2024-05-30,15:00-17:59,Encendido,300.00,2,0.6000,271.51,162.904320
D-0004,Proyector Epson,2024-05-30,18:00-23:59,Apagado,2.00,5,0.0100,271.51,2.715072
D-0004,Proyector Epson,2024-05-31,00:00-07:59,Apagado,2.00,7,0.0140,299.85,4.197906
D-0004,Proyector Epson,2024-05-31,08:00-12:59,Encendido,300.00,4,1.2000,299.85,359.820480
D-0004,Proyector Epson,2024-05-31,13:00-14:59,Apagado,2.00,1,0.0020,299.85,0.599701
D-0004,Proyector Epson,2024-05-31,15:00-17:59,Encendido,300.00,2,0.6000,299.85,179.910240
D-0004,Proyector Epson,2024-05-31,18:00-23:59,Apagado,2.00,5,0.0100,299.85,2.998504
D-0004,Proyector Epson,2024-06-01,00:00-07:59,Apagado,2.00,7,0.0140,261.80,3.665222
D-0004,Proyector Epson,2024-06-01,08:00-12:59,Encendido,300.00,4,1.2000,261.80,314.161846
D-0004,Proyector Epson,2024-06-01,13:00-14:59,Apagado,2.00,1,0.0020,261.80,0.523603
D-0004,Proyector Epson,2024-06-01,15:00-17:59,Encendido,300.00,2,0.6000,261.80,157.080923
D-0004,Proyector Epson,2024-06-01,18:00-23:59,Apagado,2.00,5,0.0100,261.80,2.618015
D-0004,Proyector Epson,2024-06-02,00:00-07:59,Apagado,2.00,7,0.0140,262.89,3.680426
D-0004,Proyector Epson,2024-06-02,08:00-12:59,Encendido,300.00,4,1.2000,262.89,315.465120
D-0004,Proyector Epson,2024-06-02,13:00-14:59,Apagado,2.00,1,0.0020,262.89,0.525775
D-0004,Proyector Epson,2024-06-02,15:00-17:59,Encendido,300.00,2,0.6000,262.89,157.732560
D-0004,Proyector Epson,2024-06-02,18:00-23:59,Apagado,2.00,5,0.0100,262.89,2.628876
D-0004,Proyector Epson,2024-06-03,00:00-07:59,Apagado,2.00,7,0.0140,299.33,4.190564
D-0004,Proyector Epson,2024-06-03,08:00-12:59,Encendido,300.00,4,1.2000,299.33,359.191200
D-0004,Proyector Epson,2024-06-03,13:00-14:59,Apagado,2.00,1,0.0020,299.33,0.598652
D-0004,Proyector Epson,2024-06-03,15:00-17:59,Encendido,300.00,2,0.6000,299.33,179.595600
D-0004,Proyector Epson,2024-06-03,18:00-23:59,Apagado,2.00,5,0.0100,299.33,2.993260
D-0004,Proyector Epson,2024-06-04,00:00-07:59,Apagado,2.00,7,0.0140,283.31,3.966323
D-0004,Proyector Epson,2024-06-04,08:00-12:59,Encendido,300.00,4,1.2000,283.31,339.970560
D-0004,Proyector Epson,2024-06-04,13:00-14:59,Apagado,2.00,1,0.0020,283.31,0.566618
D-0004,Proyector Epson,2024-06-04,15:00-17:59,Encendido,300.00,2,0.6000,283.31,169.985280
D-0004,Proyector Epson,2024-06-04,18:00-23:59,Apagado,2.00,5,0.0100,283.31,2.833088
D-0004,Proyector Epson,2024-06-05,00:00-07:59,Apagado,2.00,7,0.0140,253.58,3.550159
D-0004,Proyector Epson,2024-06-05,08:00-12:59,Encendido,300.00,4,1.2000,253.58,304.299360
D-0004,Proyector Epson,2024-06-05,13:00-14:59,Apagado,2.00,1,0.0020,253.58,0.507166
D-0004,Proyector Epson,2024-06-05,15:00-17:59,Encendido,300.00,2,0.6000,253.58,152.149680
D-0004,Proyector Epson,2024-06-05,18:00-23:59,Apagado,2.00,5,0.0100,253.58,2.535828
D-0004,Proyector Epson,2024-06-06,00:00-07:59,Apagado,2.00,7,0.0140,229.12,3.207680
D-0004,Proyector Epson,2024-06-06,08:00-12:59,Encendido,300.00,4,1.2000,229.12,274.944000
D-0004,Proyector Epson,2024-06-06,13:00-14:59,Apagado,2.00,1,0.0020,229.12,0.458240
D-0004,Proyector Epson,2024-06-06,15:00-17:59,Encendido,300.00,2,0.6000,229.12,137.472000
D-0004,Proyector Epson,2024-06-06,18:00-23:59,Apagado,2.00,5,0.0100,229.12,2.291200
D-0004,Proyector Epson,2024-06-07,00:00-07:59,Apagado,2.00,7,0.0140,239.25,3.349483
D-0004,Proyector Epson,2024-06-07,08:00-12:59,Encendido,300.00,4,1.2000,239.25,287.098560
D-0004,Proyector Epson,2024-06-07,13:00-14:59,Apagado,2.00,1,0.0020,239.25,0.478498
D-0004,Proyector Epson,2024-06-07,15:00-17:59,Encendido,300.00,2,0.6000,239.25,143.549280
D-0004,Proyector Epson,2024-06-07,18:00-23:59,Apagado,2.00,5,0.0100,239.25,2.392488
D-0004,Proyector Epson,2024-06-08,00:00-07:59,Apagado,2.00,7,0.0140,206.22,2.887018
D-0004,Proyector Epson,2024-06-08,08:00-12:59,Encendido,300.00,4,1.2000,206.22,247.458720
D-0004,Proyector Epson,2024-06-08,13:00-14:59,Apagado,2.00,1,0.0020,206.22,0.412431
D-0004,Proyector Epson,2024-06-08,15:00-17:59,Encendido,300.00,2,0.6000,206.22,123.729360
D-0004,Proyector Epson,2024-06-08,18:00-23:59,Apagado,2.00,5,0.0100,206.22,2.062156
D-0004,Proyector Epson,2024-06-09,00:00-07:59,Apagado,2.00,7,0.0140,164.54,2.303588
D-0004,Proyector Epson,2024-06-09,08:00-12:59,Encendido,300.00,4,1.2000,164.54,197.450400
D-0004,Proyector Epson,2024-06-09,13:00-14:59,Apagado,2.00,1,0.0020,164.54,0.329084
D-0004,Proyector Epson,2024-06-09,15:00-17:59,Encendido,300.00,2,0.6000,164.54,98.725200
D-0004,Proyector Epson,2024-06-09,18:00-23:59,Apagado,2.00,5,0.0100,164.54,1.645420
D-0004,Proyector Epson,2024-06-10,00:00-07:59,Apagado,2.00,7,0.0140,192.23,2.691192
D-0004,Proyector Epson,2024-06-10,08:00-12:59,Encendido,300.00,4,1.2000,192.23,230.673600
D-0004,Proyector Epson,2024-06-10,13:00-14:59,Apagado,2.00,1,0.0020,192.23,0.384456
D-0004,Proyector Epson,2024-06-10,15:00-17:59,Encendido,300.00,2,0.6000,192.23,115.336800
D-0004,Proyector Epson,2024-06-10,18:00-23:59,Apagado,2.00,5,0.0100,192.23,1.922280
D-0004,Proyector Epson,2024-06-11,00:00-07:59,Apagado,2.00,7,0.0140,200.12,2.801641
D-0004,Proyector Epson,2024-06-11,08:00-12:59,Encendido,300.00,4,1.2000,200.12,240.140640
D-0004,Proyector Epson,2024-06-11,13:00-14:59,Apagado,2.00,1,0.0020,200.12,0.400234
D-0004,Proyector Epson,2024-06-11,15:00-17:59,Encendido,300.00,2,0.6000,200.12,120.070320
D-0004,Proyector Epson,2024-06-11,18:00-23:59,Apagado,2.00,5,0.0100,200.12,2.001172
D-0004,Proyector Epson,2024-06-12,00:00-07:59,Apagado,2.00,7,0.0140,181.43,2.540037
D-0004,Proyector Epson,2024-06-12,08:00-12:59,Encendido,300.00,4,1.2000,181.43,217.717440
D-0004,Proyector Epson,2024-06-12,13:00-14:59,Apagado,2.00,1,0.0020,181.43,0.362862
D-0004,Proyector Epson,2024-06-12,15:00-17:59,Encendido,300.00,2,0.6000,181.43,108.858720
D-0004,Proyector Epson,2024-06-12,18:00-23:59,Apagado,2.00,5,0.0100,181.43,1.814312
D-0004,Proyector Epson,2024-06-13,00:00-07:59,Apagado,2.00,7,0.0140,131.86,1.846018
D-0004,Proyector Epson,2024-06-13,08:00-12:59,Encendido,300.00,4,1.2000,131.86,158.230080
D-0004,Proyector Epson,2024-06-13,13:00-14:59,Apagado,2.00,1,0.0020,131.86,0.263717
D-0004,Proyector Epson,2024-06-13,15:00-17:59,Encendido,300.00,2,0.6000,131.86,79.115040
D-0004,Proyector Epson,2024-06-13,18:00-23:59,Apagado,2.00,5,0.0100,131.86,1.318584
D-0004,Proyector Epson,2024-06-14,00:00-07:59,Apagado,2.00,7,0.0140,166.98,2.337787
D-0004,Proyector Epson,2024-06-14,08:00-12:59,Encendido,300.00,4,1.2000,166.98,200.381760
D-0004,Proyector Epson,2024-06-14,13:00-14:59,Apagado,2.00,1,0.0020,166.98,0.333970
D-0004,Proyector Epson,2024-06-14,15:00-17:59,Encendido,300.00,2,0.6000,166.98,100.190880
D-0004,Proyector Epson,2024-06-14,18:00-23:59,Apagado,2.00,5,0.0100,166.98,1.669848
D-0004,Proyector Epson,2024-06-15,00:00-07:59,Apagado,2.00,7,0.0140,194.05,2.716666
D-0004,Proyector Epson,2024-06-15,08:00-12:59,Encendido,300.00,4,1.2000,194.05,232.857120
D-0004,Proyector Epson,2024-06-15,13:00-14:59,Apagado,2.00,1,0.0020,194.05,0.388095
D-0004,Proyector Epson,2024-06-15,15:00-17:59,Encendido,300.00,2,0.6000,194.05,116.428560
D-0004,Proyector Epson,2024-06-15,18:00-23:59,Apagado,2.00,5,0.0100,194.05,1.940476
D-0004,Proyector Epson,2024-06-16,00:00-07:59,Apagado,2.00,7,0.0140,187.11,2.619478
D-0004,Proyector Epson,2024-06-16,08:00-12:59,Encendido,300.00,4,1.2000,187.11,224.526720
D-0004,Proyector Epson,2024-06-16,13:00-14:59,Apagado,2.00,1,0.0020,187.11,0.374211
D-0004,Proyector Epson,2024-06-16,15:00-17:59,Encendido,300.00,2,0.6000,187.11,112.263360
D-0004,Proyector Epson,2024-06-16,18:00-23:59,Apagado,2.00,5,0.0100,187.11,1.871056
D-0004,Proyector Epson,2024-06-17,00:00-07:59,Apagado,2.00,7,0.0140,168.61,2.360557
D-0004,Proyector Epson,2024-06-17,08:00-12:59,Encendido,300.00,4,1.2000,168.61,202.333440
D-0004,Proyector Epson,2024-06-17,13:00-14:59,Apagado,2.00,1,0.0020,168.61,0.337222
D-0004,Proyector Epson,2024-06-17,15:00-17:59,Encendido,300.00,2,0.6000,168.61,101.166720
D-0004,Proyector Epson,2024-06-17,18:00-23:59,Apagado,2.00,5,0.0100,168.61,1.686112
D-0004,Proyector Epson,2024-06-18,00:00-07:59,Apagado,2.00,7,0.0140,176.95,2.477334
D-0004,Proyector Epson,2024-06-18,08:00-12:59,Encendido,300.00,4,1.2000,176.95,212.342880
D-0004,Proyector Epson,2024-06-18,13:00-14:59,Apagado,2.00,1,0.0020,176.95,0.353905
D-0004,Proyector Epson,2024-06-18,15:00-17:59,Encendido,300.00,2,0.6000,176.95,106.171440
D-0004,Proyector Epson,2024-06-18,18:00-23:59,Apagado,2.00,5,0.0100,176.95,1.769524
D-0004,Proyector Epson,2024-06-19,00:00-07:59,Apagado,2.00,7,0.0140,195.32,2.734486
D-0004,Proyector Epson,2024-06-19,08:00-12:59,Encendido,300.00,4,1.2000,195.32,234.384480
D-0004,Proyector Epson,2024-06-19,13:00-14:59,Apagado,2.00,1,0.0020,195.32,0.390641
D-0004,Proyector Epson,2024-06-19,15:00-17:59,Encendido,300.00,2,0.6000,195.32,117.192240
D-0004,Proyector Epson,2024-06-19,18:00-23:59,Apagado,2.00,5,0.0100,195.32,1.953204
D-0004,Proyector Epson,2024-06-20,00:00-07:59,Apagado,2.00,7,0.0140,187.67,2.627358
D-0004,Proyector Epson,2024-06-20,08:00-12:59,Encendido,300.00,4,1.2000,187.67,225.202080
D-0004,Proyector Epson,2024-06-20,13:00-14:59,Apagado,2.00,1,0.0020,187.67,0.375337
D-0004,Proyector Epson,2024-06-20,15:00-17:59,Encendido,300.00,2,0.6000,187.67,112.601040
D-0004,Proyector Epson,2024-06-20,18:00-23:59,Apagado,2.00,5,0.0100,187.67,1.876684
D-0004,Proyector Epson,2024-06-21,00:00-07:59,Apagado,2.00,7,0.0140,174.90,2.448589
D-0004,Proyector Epson,2024-06-21,08:00-12:59,Encendido,300.00,4,1.2000,174.90,209.879040
D-0004,Proyector Epson,2024-06-21,13:00-14:59,Apagado,2.00,1,0.0020,174.90,0.349798
D-0004,Proyector Epson,2024-06-21,15:00-17:59,Encendido,300.00,2,0.6000,174.90,104.939520
D-0004,Proyector Epson,2024-06-21,18:00-23:59,Apagado,2.00,5,0.0100,174.90,1.748992
D-0004,Proyector Epson,2024-06-22,00:00-07:59,Apagado,2.00,7,0.0140,194.24,2.719332
D-0004,Proyector Epson,2024-06-22,08:00-12:59,Encendido,300.00,4,1.2000,194.24,233.085600
D-0004,Proyector Epson,2024-06-22,13:00-14:59,Apagado,2.00,1,0.0020,194.24,0.388476
D-0004,Proyector Epson,2024-06-22,15:00-17:59,Encendido,300.00,2,0.6000,194.24,116.542800
D-0004,Proyector Epson,2024-06-22,18:00-23:59,Apagado,2.00,5,0.0100,194.24,1.942380
D-0004,Proyector Epson,2024-06-23,00:00-07:59,Apagado,2.00,7,0.0140,184.37,2.581219
D-0004,Proyector Epson,2024-06-23,08:00-12:59,Encendido,300.00,4,1.2000,184.37,221.247360
D-0004,Proyector Epson,2024-06-23,13:00-14:59,Apagado,2.00,1,0.0020,184.37,0.368746
D-0004,Proyector Epson,2024-06-23,15:00-17:59,Encendido,300.00,2,0.6000,184.37,110.623680
D-0004,Proyector Epson,2024-06-23,18:00-23:59,Apagado,2.00,5,0.0100,184.37,1.843728
D-0004,Proyector Epson,2024-06-24,00:00-07:59,Apagado,2.00,7,0.0140,181.80,2.545262
D-0004,Proyector Epson,2024-06-24,08:00-12:59,Encendido,300.00,4,1.2000,181.80,218.165280
D-0004,Proyector Epson,2024-06-24,13:00-14:59,Apagado,2.00,1,0.0020,181.80,0.363609
D-0004,Proyector Epson,2024-06-24,15:00-17:59,Encendido,300.00,2,0.6000,181.80,109.082640
D-0004,Proyector Epson,2024-06-24,18:00-23:59,Apagado,2.00,5,0.0100,181.80,1.818044
D-0004,Proyector Epson,2024-06-25,00:00-07:59,Apagado,2.00,7,0.0140,171.14,2.395971
D-0004,Proyector Epson,2024-06-25,08:00-12:59,Encendido,300.00,4,1.2000,171.14,205.368960
D-0004,Proyector Epson,2024-06-25,13:00-14:59,Apagado,2.00,1,0.0020,171.14,0.342282
D-0004,Proyector Epson,2024-06-25,15:00-17:59,Encendido,300.00,2,0.6000,171.14,102.684480
D-0004,Proyector Epson,2024-06-25,18:00-23:59,Apagado,2.00,5,0.0100,171.14,1.711408
D-0004,Proyector Epson,2024-06-26,00:00-07:59,Apagado,2.00,7,0.0140,159.85,2.237950
D-0004,Proyector Epson,2024-06-26,08:00-12:59,Encendido,300.00,4,1.2000,159.85,191.824320
D-0004,Proyector Epson,2024-06-26,13:00-14:59,Apagado,2.00,1,0.0020,159.85,0.319707
D-0004,Proyector Epson,2024-06-26,15:00-17:59,Encendido,300.00,2,0.6000,159.85,95.912160
D-0004,Proyector Epson,2024-06-26,18:00-23:59,Apagado,2.00,5,0.0100,159.85,1.598536
D-0004,Proyector Epson,2024-06-27,00:00-07:59,Apagado,2.00,7,0.0140,180.33,2.524642
D-0004,Proyector Epson,2024-06-27,08:00-12:59,Encendido,300.00,4,1.2000,180.33,216.397920
D-0004,Proyector Epson,2024-06-27,13:00-14:59,Apagado,2.00,1,0.0020,180.33,0.360663
D-0004,Proyector Epson,2024-06-27,15:00-17:59,Encendido,300.00,2,0.6000,180.33,108.198960
D-0004,Proyector Epson,2024-06-27,18:00-23:59,Apagado,2.00,5,0.0100,180.33,1.803316
D-0004,Proyector Epson,2024-06-28,00:00-07:59,Apagado,2.00,7,0.0140,192.93,2.700964
D-0004,Proyector Epson,2024-06-28,08:00-12:59,Encendido,300.00,4,1.2000,192.93,231.511200
D-0004,Proyector Epson,2024-06-28,13:00-14:59,Apagado,2.00,1,0.0020,192.93,0.385852
D-0004,Proyector Epson,2024-06-28,15:00-17:59,Encendido,300.00,2,0.6000,192.93,115.755600
D-0004,Proyector Epson,2024-06-28,18:00-23:59,Apagado,2.00,5,0.0100,192.93,1.929260
D-0004,Proyector Epson,2024-06-29,00:00-07:59,Apagado,2.00,7,0.0140,183.66,2.571173
D-0004,Proyector Epson,2024-06-29,08:00-12:59,Encendido,300.00,4,1.2000,183.66,220.386240
D-0004,Proyector Epson,2024-06-29,13:00-14:59,Apagado,2.00,1,0.0020,183.66,0.367310
D-0004,Proyector Epson,2024-06-29,15:00-17:59,Encendido,300.00,2,0.6000,183.66,110.193120
D-0004,Proyector Epson,2024-06-29,18:00-23:59,Apagado,2.00,5,0.0100,183.66,1.836552
D-0004,Proyector Epson,2024-06-30,00:00-07:59,Apagado,2.00,7,0.0140,172.36,2.413001
D-0004,Proyector Epson,2024-06-30,08:00-12:59,Encendido,300.00,4,1.2000,172.36,206.828640
D-0004,Proyector Epson,2024-06-30,13:00-14:59,Apagado,2.00,1,0.0020,172.36,0.344714
D-0004,Proyector Epson,2024-06-30,15:00-17:59,Encendido,300.00,2,0.6000,172.36,103.414320
D-0004,Proyector Epson,2024-06-30,18:00-23:59,Apagado,2.00,5,0.0100,172.36,1.723572
D-0004,Proyector Epson,2024-07-01,00:00-07:59,Apagado,2.00,7,0.0140,173.65,2.431165
D-0004,Proyector Epson,2024-07-01,08:00-12:59,Encendido,300.00,4,1.2000,173.65,208.385538
D-0004,Proyector Epson,2024-07-01,13:00-14:59,Apagado,2.00,1,0.0020,173.65,0.347309
D-0004,Proyector Epson,2024-07-01,15:00-17:59,Encendido,300.00,2,0.6000,173.65,104.192769
D-0004,Proyector Epson,2024-07-01,18:00-23:59,Apagado,2.00,5,0.0100,173.65,1.736546
D-0004,Proyector Epson,2024-07-02,00:00-07:59,Apagado,2.00,7,0.0140,157.80,2.209161
D-0004,Proyector Epson,2024-07-02,08:00-12:59,Encendido,300.00,4,1.2000,157.80,189.356640
D-0004,Proyector Epson,2024-07-02,13:00-14:59,Apagado,2.00,1,0.0020,157.80,0.315594
D-0004,Proyector Epson,2024-07-02,15:00-17:59,Encendido,300.00,2,0.6000,157.80,94.678320
D-0004,Proyector Epson,2024-07-02,18:00-23:59,Apagado,2.00,5,0.0100,157.80,1.577972
D-0004,Proyector Epson,2024-07-03,00:00-07:59,Apagado,2.00,7,0.0140,167.75,2.348517
D-0004,Proyector Epson,2024-07-03,08:00-12:59,Encendido,300.00,4,1.2000,167.75,201.301440
D-0004,Proyector Epson,2024-07-03,13:00-14:59,Apagado,2.00,1,0.0020,167.75,0.335502
D-0004,Proyector Epson,2024-07-03,15:00-17:59,Encendido,300.00,2,0.6000,167.75,100.650720
D-0004,Proyector Epson,2024-07-03,18:00-23:59,Apagado,2.00,5,0.0100,167.75,1.677512
D-0004,Proyector Epson,2024-07-04,00:00-07:59,Apagado,2.00,7,0.0140,172.79,2.419105
D-0004,Proyector Epson,2024-07-04,08:00-12:59,Encendido,300.00,4,1.2000,172.79,207.351840
D-0004,Proyector Epson,2024-07-04,13:00-14:59,Apagado,2.00,1,0.0020,172.79,0.345586
D-0004,Proyector Epson,2024-07-04,15:00-17:59,Encendido,300.00,2,0.6000,172.79,103.675920
D-0004,Proyector Epson,2024-07-04,18:00-23:59,Apagado,2.00,5,0.0100,172.79,1.727932
D-0004,Proyector Epson,2024-07-05,00:00-07:59,Apagado,2.00,7,0.0140,154.53,2.163414
D-0004,Proyector Epson,2024-07-05,08:00-12:59,Encendido,300.00,4,1.2000,154.53,185.435520
D-0004,Proyector Epson,2024-07-05,13:00-14:59,Apagado,2.00,1,0.0020,154.53,0.309059
D-0004,Proyector Epson,2024-07-05,15:00-17:59,Encendido,300.00,2,0.6000,154.53,92.717760
D-0004,Proyector Epson,2024-07-05,18:00-23:59,Apagado,2.00,5,0.0100,154.53,1.545296
D-0004,Proyector Epson,2024-07-06,00:00-07:59,Apagado,2.00,7,0.0140,172.60,2.416467
D-0004,Proyector Epson,2024-07-06,08:00-12:59,Encendido,300.00,4,1.2000,172.60,207.125760
D-0004,Proyector Epson,2024-07-06,13:00-14:59,Apagado,2.00,1,0.0020,172.60,0.345210
D-0004,Proyector Epson,2024-07-06,15:00-17:59,Encendido,300.00,2,0.6000,172.60,103.562880
D-0004,Proyector Epson,2024-07-06,18:00-23:59,Apagado,2.00,5,0.0100,172.60,1.726048
D-0004,Proyector Epson,2024-07-07,00:00-07:59,Apagado,2.00,7,0.0140,151.26,2.117573
D-0004,Proyector Epson,2024-07-07,08:00-12:59,Encendido,300.00,4,1.2000,151.26,181.506240
D-0004,Proyector Epson,2024-07-07,13:00-14:59,Apagado,2.00,1,0.0020,151.26,0.302510
D-0004,Proyector Epson,2024-07-07,15:00-17:59,Encendido,300.00,2,0.6000,151.26,90.753120
D-0004,Proyector Epson,2024-07-07,18:00-23:59,Apagado,2.00,5,0.0100,151.26,1.512552
D-0004,Proyector Epson,2024-07-08,00:00-07:59,Apagado,2.00,7,0.0140,152.39,2.133460
D-0004,Proyector Epson,2024-07-08,08:00-12:59,Encendido,300.00,4,1.2000,152.39,182.868000
D-0004,Proyector Epson,2024-07-08,13:00-14:59,Apagado,2.00,1,0.0020,152.39,0.304780
D-0004,Proyector Epson,2024-07-08,15:00-17:59,Encendido,300.00,2,0.6000,152.39,91.434000
D-0004,Proyector Epson,2024-07-08,18:00-23:59,Apagado,2.00,5,0.0100,152.39,1.523900
D-0004,Proyector Epson,2024-07-09,00:00-07:59,Apagado,2.00,7,0.0140,185.63,2.598826
D-0004,Proyector Epson,2024-07-09,08:00-12:59,Encendido,300.00,4,1.2000,185.63,222.756480
D-0004,Proyector Epson,2024-07-09,13:00-14:59,Apagado,2.00,1,0.0020,185.63,0.371261
D-0004,Proyector Epson,2024-07-09,15:00-17:59,Encendido,300.00,2,0.6000,185.63,111.378240
D-0004,Proyector Epson,2024-07-09,18:00-23:59,Apagado,2.00,5,0.0100,185.63,1.856304
D-0004,Proyector Epson,2024-07-10,00:00-07:59,Apagado,2.00,7,0.0140,181.81,2.545385
D-0004,Proyector Epson,2024-07-10,08:00-12:59,Encendido,300.00,4,1.2000,181.81,218.175840
D-0004,Proyector Epson,2024-07-10,13:00-14:59,Apagado,2.00,1,0.0020,181.81,0.363626
D-0004,Proyector Epson,2024-07-10,15:00-17:59,Encendido,300.00,2,0.6000,181.81,109.087920
D-0004,Proyector Epson,2024-07-10,18:00-23:59,Apagado,2.00,5,0.0100,181.81,1.818132
D-0004,Proyector Epson,2024-07-11,00:00-07:59,Apagado,2.00,7,0.0140,214.54,3.003566
D-0004,Proyector Epson,2024-07-11,08:00-12:59,Encendido,300.00,4,1.2000,214.54,257.448480
D-0004,Proyector Epson,2024-07-11,13:00-14:59,Apagado,2.00,1,0.0020,214.54,0.429081
D-0004,Proyector Epson,2024-07-11,15:00-17:59,Encendido,300.00,2,0.6000,214.54,128.724240
D-0004,Proyector Epson,2024-07-11,18:00-23:59,Apagado,2.00,5,0.0100,214.54,2.145404
D-0004,Proyector Epson,2024-07-12,00:00-07:59,Apagado,2.00,7,0.0140,205.25,2.873567
D-0004,Proyector Epson,2024-07-12,08:00-12:59,Encendido,300.00,4,1.2000,205.25,246.305760
D-0004,Proyector Epson,2024-07-12,13:00-14:59,Apagado,2.00,1,0.0020,205.25,0.410510
D-0004,Proyector Epson,2024-07-12,15:00-17:59,Encendido,300.00,2,0.6000,205.25,123.152880
D-0004,Proyector Epson,2024-07-12,18:00-23:59,Apagado,2.00,5,0.0100,205.25,2.052548
D-0004,Proyector Epson,2024-07-13,00:00-07:59,Apagado,2.00,7,0.0140,219.72,3.076024
D-0004,Proyector Epson,2024-07-13,08:00-12:59,Encendido,300.00,4,1.2000,219.72,263.659200
